category_code,category_name_en,category_name_ar,category_sort_order,category_is_active,group_code,group_name_en,group_name_ar,group_sort_order,group_is_active,type_code,type_name_en,type_name_ar,type_abbrev,type_default_price,type_sample_type,type_default_tube_type,type_default_tube_color,type_turnaround_hours,type_special_type,type_sort_order,type_is_active,type_notes,type_report_name_line1,type_report_name_line2,type_bill_name_line1,type_bill_name_line2,type_history_name,type_collection_notes,type_collection_type_id,type_outside_lab_name,type_outside_cost_price,type_patient_question,type_reference_type,type_barcode_name,type_is_routine_test,type_see_report,type_print_with_other,type_add_with_group,type_is_main_test,type_is_send_outside,type_behavior,component_code,component_name_en,component_name_ar,component_unit,component_result_type,component_decimal_places,component_sort_order,component_is_active,range_sex,range_age_from_days,range_age_to_days,range_age_from_value,range_age_to_value,range_age_description,range_for_pregnant_only,range_age_unit,range_low_flag,range_high_flag,range_low_comment,range_high_comment,range_critical_range_text,range_critical_flag,range_critical_comment,range_fasting_state,range_low_normal,range_high_normal,range_low_critical,range_high_critical,range_normal_range_text,range_note,range_unit,range_version,range_is_active,source_status,seed_decision
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,M,720,1050,24,35,24-35 month,,month,,,,,,,,A,10.2,12.7,,,10.2-12.7 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,M,1095,1825,3,5,3-5 year,,year,,,,,,,,A,11.4,14.3,,,11.4-14.3 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,M,2190,2920,6,8,6-8 year,,year,,,,,,,,A,11.5,14.3,,,11.5-14.3 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,M,3285,3650,9,10,9-10 year,,year,,,,,,,,A,11.8,14.7,,,11.8-14.7 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,M,4015,5110,11,14,11-14 year,,year,,,,,,,,A,12.4,15.7,,,12.4-15.7 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,M,5475,6205,15,17,15-17 year,,year,,,,,,,,A,13.3,16.9,,,13.3-16.9 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,M,6570,36500,18,,18+ year,,year,,,,,,,,A,13.2,16.6,,,13.2-16.6 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,F,0,14,0,14,0-14 day,,day,,,,,,,,A,13.4,20.0,,,13.4-20.0 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,F,15,28,15,4,15-4 week,,week,,,,,,,,A,10.8,14.6,,,10.8-14.6 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,F,35,49,5,7,5-7 week,,week,,,,,,,,A,9.2,11.4,,,9.2-11.4 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,F,56,150,8,5,8-5 month,,month,,,,,,,,A,9.9,12.4,,,9.9-12.4 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,F,180,1050,6,35,6-35 month,,month,,,,,,,,A,10.2,12.7,,,10.2-12.7 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,F,1095,1825,3,5,3-5 year,,year,,,,,,,,A,11.4,14.3,,,11.4-14.3 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,F,2190,2920,6,8,6-8 year,,year,,,,,,,,A,11.5,14.3,,,11.5-14.3 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,F,3285,3650,9,10,9-10 year,,year,,,,,,,,A,11.8,14.7,,,11.8-14.7 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,F,4015,6205,11,17,11-17 year,,year,,,,,,,,A,11.9,14.8,,,11.9-14.8 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hemoglobin,Hemoglobin,,g/dL,NUMERIC,1,30,1,F,6570,36500,18,,18+ year,,year,,,,,,,,A,11.6,15.0,,,11.6-15.0 g/dL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,M,0,14,0,14,0-14 day,,day,,,,,,,,A,39.8,53.6,,,39.8-53.6%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,M,15,28,15,4,15-4 week,,week,,,,,,,,A,30.5,45.0,,,30.5-45.0%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,M,35,49,5,7,5-7 week,,week,,,,,,,,A,26.8,37.5,,,26.8-37.5%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,M,56,150,8,5,8-5 month,,month,,,,,,,,A,28.6,37.2,,,28.6-37.2%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,M,180,690,6,23,6-23 month,,month,,,,,,,,A,30.8,37.8,,,30.8-37.8%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,M,720,1050,24,35,24-35 month,,month,,,,,,,,A,31.0,37.7,,,31.0-37.7%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,M,1095,2555,3,7,3-7 year,,year,,,,,,,,A,34.0,42.0,,,34-42%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,M,2920,4015,8,11,8-11 year,,year,,,,,,,,A,35.0,43.0,,,35-43%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,M,4380,5475,12,15,12-15 year,,year,,,,,,,,A,38.0,47.0,,,38-47%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,M,5840,6205,16,17,16-17 year,,year,,,,,,,,A,40.0,50.0,,,40-50%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,M,6570,36500,18,,18+ year,,year,,,,,,,,A,38.3,48.6,,,38.3-48.6%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,F,0,14,0,14,0-14 day,,day,,,,,,,,A,39.6,57.2,,,39.6-57.2%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,F,15,28,15,4,15-4 week,,week,,,,,,,,A,32.0,44.5,,,32.0-44.5%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,F,35,49,5,7,5-7 week,,week,,,,,,,,A,27.7,35.1,,,27.7-35.1%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,F,56,150,8,5,8-5 month,,month,,,,,,,,A,29.5,37.1,,,29.5-37.1%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,F,180,690,6,23,6-23 month,,month,,,,,,,,A,30.9,37.9,,,30.9-37.9%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,F,720,1050,24,35,24-35 month,,month,,,,,,,,A,31.2,37.8,,,31.2-37.8%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,F,1095,2555,3,7,3-7 year,,year,,,,,,,,A,34.0,42.0,,,34-42%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,F,2920,6205,8,17,8-17 year,,year,,,,,,,,A,35.0,43.0,,,35-43%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_Hematocrit,Hematocrit,,%,NUMERIC,1,31,1,F,6570,36500,18,,18+ year,,year,,,,,,,,A,35.5,44.9,,,35.5-44.9%,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),,fL,NUMERIC,2,32,1,M,0,14,0,14,0-14 day,,day,,,,,,,,A,91.3,103.1,,,91.3-103.1 fL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),,fL,NUMERIC,2,32,1,M,15,28,15,4,15-4 week,,week,,,,,,,,A,89.4,99.7,,,89.4-99.7 fL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),,fL,NUMERIC,2,32,1,M,35,49,5,7,5-7 week,,week,,,,,,,,A,84.3,94.2,,,84.3-94.2 fL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),,fL,NUMERIC,2,32,1,M,56,150,8,5,8-5 month,,month,,,,,,,,A,74.1,87.5,,,74.1-87.5 fL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),,fL,NUMERIC,2,32,1,M,180,690,6,23,6-23 month,,month,,,,,,,,A,69.5,81.7,,,69.5-81.7 fL,,,1,1,OK,KEEP
HEMA,Hematology,,2,1,CBC,Complete Blood Count,,8,1,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",,CBC,0.00,Blood,Blood,,24,STANDARD,27,1,,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,"Complete Blood Cell Count (CBC) with Differential, Blood",,,,,,NORMAL_RANGE,,0,0,1,1,0,0,0,CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),,fL,NUMERIC,2,32,1,M,720,1050,24,35,24-35 month,,month,,,,,,,,A,71.3,84.0,,,71.3-84.0 fL,,,1,1,OK,KEEP
