category_code,category_name_en,group_code,group_name_en,type_code,type_name_en,component_code,component_name_en,unit,result_type,sex,age_from_days,age_to_days,age_from_value,age_to_value,age_unit,low_normal,high_normal,normal_range_text,range_note,status
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,F,2190,6205,6,17,year,11.4,13.5,11.4-13.5%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,F,6570,36500,18,,year,12.2,16.1,12.2-16.1%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,M,0,14,0,14,day,8.0,15.4,8.0-15.4 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,M,15,28,15,4,week,7.8,15.9,7.8-15.9 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,M,35,49,5,7,week,8.1,15.0,8.1-15.0 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,M,56,150,8,5,month,6.5,13.3,6.5-13.3 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,M,180,690,6,23,month,6.0,13.5,6.0-13.5 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,M,720,1050,24,35,month,5.1,13.4,5.1-13.4 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,M,1095,1825,3,5,year,4.4,12.9,4.4-12.9 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,M,2190,6205,6,17,year,3.8,10.4,3.8-10.4 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,M,6570,36500,18,,year,3.4,9.6,3.4-9.6 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,F,0,14,0,14,day,8.2,14.6,8.2-14.6 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,F,15,28,15,4,week,8.4,14.4,8.4-14.4 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,F,35,49,5,7,week,7.1,14.7,7.1-14.7 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,F,56,150,8,5,month,6.0,13.3,6.0-13.3 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,F,180,690,6,23,month,6.5,13.0,6.5-13.0 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,F,720,1050,24,35,month,4.9,13.2,4.9-13.2 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,F,1095,1825,3,5,year,4.4,12.9,4.4-12.9 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,F,2190,6205,6,17,year,3.8,10.4,3.8-10.4 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_WhiteBlood,White Blood Cell Count (Wbc),x 10(9)/L,NUMERIC,F,6570,36500,18,,year,3.4,9.6,3.4-9.6 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,M,0,14,0,14,day,218.0,419.0,218-419 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,M,15,28,15,4,week,248.0,586.0,248-586 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,M,35,49,5,7,week,229.0,562.0,229-562 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,M,56,150,8,5,month,244.0,529.0,244-529 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,M,180,690,6,23,month,206.0,445.0,206-445 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,M,720,1050,24,35,month,202.0,403.0,202-403 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,M,1095,1825,3,5,year,187.0,445.0,187-445 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,M,2190,3285,6,9,year,187.0,400.0,187-400 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,M,3650,4745,10,13,year,177.0,381.0,177-381 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,M,5110,6205,14,17,year,139.0,320.0,139-320 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,M,6570,36500,18,,year,135.0,317.0,135-317 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,F,0,14,0,14,day,144.0,449.0,144-449 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,F,15,28,15,4,week,279.0,571.0,279-571 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,F,35,49,5,7,week,331.0,597.0,331-597 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,F,56,150,8,5,month,247.0,580.0,247-580 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,F,180,690,6,23,month,214.0,459.0,214-459 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,F,720,1050,24,35,month,189.0,394.0,189-394 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,F,1095,1825,3,5,year,187.0,445.0,187-445 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,F,2190,3285,6,9,year,187.0,400.0,187-400 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,F,3650,4745,10,13,year,177.0,381.0,177-381 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,F,5110,6205,14,17,year,158.0,362.0,158-362 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Platelets,Platelets,x 10(9)/L,NUMERIC,F,6570,36500,18,,year,157.0,371.0,157-371 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,M,0,14,0,14,day,1.6,6.06,1.60-6.06 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,M,15,28,15,4,week,1.18,5.45,1.18-5.45 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,M,35,49,5,7,week,0.83,4.23,0.83-4.23 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,M,56,150,8,5,month,0.97,5.45,0.97-5.45 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,M,180,690,6,23,month,1.19,7.21,1.19-7.21 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,M,720,1050,24,35,month,1.54,7.92,1.54-7.92 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,M,1095,1825,3,5,year,1.6,7.8,1.60-7.80 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,M,2190,5840,6,16,year,1.4,6.1,1.40-6.10 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,M,6570,36500,18,,year,1.56,6.45,1.56-6.45 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,F,0,14,0,14,day,1.73,6.75,1.73-6.75 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,F,15,28,15,4,week,1.23,4.8,1.23-4.80 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,F,35,49,5,7,week,1.0,4.68,1.00-4.68 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,F,56,150,8,5,month,1.04,7.2,1.04-7.20 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,F,180,690,6,23,month,1.27,7.18,1.27-7.18 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,F,720,1050,24,35,month,1.6,8.29,1.60-8.29 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,F,1095,1825,3,5,year,1.6,7.8,1.60-7.80 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,F,2190,5110,6,14,year,1.5,6.5,1.50-6.50 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,F,5475,6205,15,17,year,2.0,7.4,2.00-7.40 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Neutrophil,Neutrophils,x 10(9)/L,NUMERIC,F,6570,36500,18,,year,1.56,6.45,1.56-6.45 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,M,0,14,0,14,day,2.07,7.53,2.07-7.53 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,M,15,28,15,4,week,2.11,8.38,2.11-8.38 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,M,35,49,5,7,week,2.47,7.95,2.47-7.95 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,M,56,150,8,5,month,2.45,8.89,2.45-8.89 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,M,180,690,6,23,month,1.56,7.83,1.56-7.83 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,M,720,1050,24,35,month,1.13,5.52,1.13-5.52 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,M,1095,1825,3,5,year,1.6,5.3,1.60-5.30 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,M,2190,4015,6,11,year,1.4,3.9,1.40-3.90 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,M,4380,6205,12,17,year,1.0,3.2,1.00-3.20 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,M,6570,36500,18,,year,0.95,3.07,0.95-3.07 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,F,0,14,0,14,day,1.75,8.0,1.75-8.00 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,F,15,28,15,4,week,2.42,8.2,2.42-8.20 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,F,35,49,5,7,week,2.29,9.14,2.29-9.14 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,F,56,150,8,5,month,2.14,8.99,2.14-8.99 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,F,180,690,6,23,month,1.52,8.09,1.52-8.09 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,F,720,1050,24,35,month,1.25,5.77,1.25-5.77 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,F,1095,1825,3,5,year,1.6,5.3,1.60-5.30 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,F,2190,4015,6,11,year,1.4,3.9,1.40-3.90 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,F,4380,6205,12,17,year,1.0,3.2,1.00-3.20 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Lymphocyte,Lymphocytes,x 10(9)/L,NUMERIC,F,6570,36500,18,,year,0.95,3.07,0.95-3.07 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,M,0,14,0,14,day,0.52,1.77,0.52-1.77 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,M,15,28,15,4,week,0.28,1.38,0.28-1.38 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,M,35,49,5,7,week,0.28,1.05,0.28-1.05 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,M,56,150,8,5,month,0.28,1.07,0.28-1.07 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,M,180,690,6,23,month,0.25,1.15,0.25-1.15 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,M,720,1050,24,35,month,0.19,0.94,0.19-0.94 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,M,1095,1825,3,5,year,0.3,0.9,0.30-0.90 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,M,2190,6205,6,17,year,0.2,0.8,0.20-0.80 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,M,6570,36500,18,,year,0.26,0.81,0.26-0.81 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,F,0,14,0,14,day,0.57,1.72,0.57-1.72 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,F,15,28,15,4,week,0.42,1.21,0.42-1.21 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,F,35,49,5,7,week,0.28,1.21,0.28-1.21 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,F,56,150,8,5,month,0.24,1.17,0.24-1.17 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,F,180,690,6,23,month,0.26,1.08,0.26-1.08 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,F,720,1050,24,35,month,0.24,0.92,0.24-0.92 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,F,1095,1825,3,5,year,0.3,0.9,0.30-0.90 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,F,2190,6205,6,17,year,0.2,0.8,0.20-0.80 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Monocytes,Monocytes,x 10(9)/L,NUMERIC,F,6570,36500,18,,year,0.26,0.81,0.26-0.81 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Eosinophil,Eosinophils,x 10(9)/L,NUMERIC,M,0,14,0,14,day,0.12,0.66,0.12-0.66 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Eosinophil,Eosinophils,x 10(9)/L,NUMERIC,M,15,28,15,4,week,0.08,0.8,0.08-0.80 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Eosinophil,Eosinophils,x 10(9)/L,NUMERIC,M,35,49,5,7,week,0.05,0.57,0.05-0.57 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Eosinophil,Eosinophils,x 10(9)/L,NUMERIC,M,56,150,8,5,month,0.03,0.61,0.03-0.61 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Eosinophil,Eosinophils,x 10(9)/L,NUMERIC,M,180,690,6,23,month,0.02,0.82,0.02-0.82 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Eosinophil,Eosinophils,x 10(9)/L,NUMERIC,M,720,1050,24,35,month,0.03,0.53,0.03-0.53 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Eosinophil,Eosinophils,x 10(9)/L,NUMERIC,M,1095,4015,3,11,year,0.0,0.5,0.00-0.50 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Eosinophil,Eosinophils,x 10(9)/L,NUMERIC,M,4380,6205,12,17,year,0.1,0.2,0.10-0.20 x 10(9)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Eosinophil,Eosinophils,x 10(9)/L,NUMERIC,M,6570,36500,18,,year,0.03,0.48,0.03-0.48 x 10(9)/L,,OK
