category_code,category_name_en,group_code,group_name_en,type_code,type_name_en,component_code,component_name_en,unit,result_type,sex,age_from_days,age_to_days,age_from_value,age_to_value,age_unit,low_normal,high_normal,normal_range_text,range_note,status
HEMA,Hematology,CBC,Complete Blood Count,HGB,"Hemoglobin, Blood",HGB,"Hemoglobin, Blood",g/dL,NUMERIC,F,0,14,0,14,day,13.4,20.0,13.4-20.0 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,HGB,"Hemoglobin, Blood",HGB,"Hemoglobin, Blood",g/dL,NUMERIC,F,15,28,15,4,week,10.8,14.6,10.8-14.6 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,HGB,"Hemoglobin, Blood",HGB,"Hemoglobin, Blood",g/dL,NUMERIC,F,35,49,5,7,week,9.2,11.4,9.2-11.4 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,HGB,"Hemoglobin, Blood",HGB,"Hemoglobin, Blood",g/dL,NUMERIC,F,56,150,8,5,month,9.9,12.4,9.9-12.4 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,HGB,"Hemoglobin, Blood",HGB,"Hemoglobin, Blood",g/dL,NUMERIC,F,180,1050,6,35,month,10.2,12.7,10.2-12.7 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,HGB,"Hemoglobin, Blood",HGB,"Hemoglobin, Blood",g/dL,NUMERIC,F,1095,1825,3,5,year,11.4,14.3,11.4-14.3 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,HGB,"Hemoglobin, Blood",HGB,"Hemoglobin, Blood",g/dL,NUMERIC,F,2190,2920,6,8,year,11.5,14.3,11.5-14.3 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,HGB,"Hemoglobin, Blood",HGB,"Hemoglobin, Blood",g/dL,NUMERIC,F,3285,3650,9,10,year,11.8,14.7,11.8-14.7 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,HGB,"Hemoglobin, Blood",HGB,"Hemoglobin, Blood",g/dL,NUMERIC,F,4015,6205,11,17,year,11.9,14.8,11.9-14.8 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,HGB,"Hemoglobin, Blood",HGB,"Hemoglobin, Blood",g/dL,NUMERIC,F,6570,36500,18,,year,11.6,15.0,11.6-15.0 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,M,0,14,0,14,day,4.1,5.55,4.10-5.55 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,M,15,28,15,4,week,3.16,4.63,3.16-4.63 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,M,35,49,5,7,week,3.02,4.22,3.02-4.22 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,M,56,150,8,5,month,3.43,4.8,3.43-4.80 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,M,180,690,6,23,month,4.03,5.07,4.03-5.07 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,M,720,1050,24,35,month,3.89,4.97,3.89-4.97 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,M,1095,1825,3,5,year,4.0,5.1,4.00-5.10 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,M,2190,3650,6,10,year,4.1,5.2,4.10-5.20 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,M,4015,5110,11,14,year,4.2,5.3,4.20-5.30 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,M,5475,6205,15,17,year,4.3,5.7,4.30-5.70 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,M,6570,36500,18,,year,4.35,5.65,4.35-5.65 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,F,0,14,0,14,day,4.12,5.74,4.12-5.74 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,F,15,28,15,4,week,3.32,4.8,3.32-4.80 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,F,35,49,5,7,week,2.93,3.87,2.93-3.87 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,F,56,150,8,5,month,3.45,4.75,3.45-4.75 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,F,180,690,6,23,month,3.97,5.01,3.97-5.01 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,F,720,1050,24,35,month,3.84,4.92,3.84-4.92 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,F,1095,1825,3,5,year,4.0,5.1,4.00-5.10 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,F,2190,3650,6,10,year,4.1,5.2,4.10-5.20 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,F,4015,5110,11,14,year,4.1,5.1,4.10-5.10 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,F,5475,6205,15,17,year,3.8,5.0,3.80-5.00 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedBloodCe,Red Blood Cell Count (Rbc),x 10(12)/L,NUMERIC,F,6570,36500,18,,year,3.92,5.13,3.92-5.13 x 10(12)/L,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,M,0,14,0,14,day,13.9,19.1,13.9-19.1 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,M,15,28,15,4,week,10.0,15.3,10.0-15.3 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,M,35,49,5,7,week,8.9,12.7,8.9-12.7 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,M,56,150,8,5,month,9.6,12.4,9.6-12.4 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,M,180,690,6,23,month,10.1,12.5,10.1-12.5 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,M,720,1050,24,35,month,10.2,12.7,10.2-12.7 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,M,1095,1825,3,5,year,11.4,14.3,11.4-14.3 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,M,2190,2920,6,8,year,11.5,14.3,11.5-14.3 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,M,3285,3650,9,10,year,11.8,14.7,11.8-14.7 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,M,4015,5110,11,14,year,12.4,15.7,12.4-15.7 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,M,5475,6205,15,17,year,13.3,16.9,13.3-16.9 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,M,6570,36500,18,,year,13.2,16.6,13.2-16.6 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,F,0,14,0,14,day,13.4,20.0,13.4-20.0 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,F,15,28,15,4,week,10.8,14.6,10.8-14.6 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,F,35,49,5,7,week,9.2,11.4,9.2-11.4 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,F,56,150,8,5,month,9.9,12.4,9.9-12.4 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,F,180,1050,6,35,month,10.2,12.7,10.2-12.7 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,F,1095,1825,3,5,year,11.4,14.3,11.4-14.3 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,F,2190,2920,6,8,year,11.5,14.3,11.5-14.3 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,F,3285,3650,9,10,year,11.8,14.7,11.8-14.7 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,F,4015,6205,11,17,year,11.9,14.8,11.9-14.8 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hemoglobin,Hemoglobin,g/dL,NUMERIC,F,6570,36500,18,,year,11.6,15.0,11.6-15.0 g/dL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,M,0,14,0,14,day,39.8,53.6,39.8-53.6%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,M,15,28,15,4,week,30.5,45.0,30.5-45.0%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,M,35,49,5,7,week,26.8,37.5,26.8-37.5%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,M,56,150,8,5,month,28.6,37.2,28.6-37.2%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,M,180,690,6,23,month,30.8,37.8,30.8-37.8%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,M,720,1050,24,35,month,31.0,37.7,31.0-37.7%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,M,1095,2555,3,7,year,34.0,42.0,34-42%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,M,2920,4015,8,11,year,35.0,43.0,35-43%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,M,4380,5475,12,15,year,38.0,47.0,38-47%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,M,5840,6205,16,17,year,40.0,50.0,40-50%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,M,6570,36500,18,,year,38.3,48.6,38.3-48.6%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,F,0,14,0,14,day,39.6,57.2,39.6-57.2%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,F,15,28,15,4,week,32.0,44.5,32.0-44.5%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,F,35,49,5,7,week,27.7,35.1,27.7-35.1%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,F,56,150,8,5,month,29.5,37.1,29.5-37.1%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,F,180,690,6,23,month,30.9,37.9,30.9-37.9%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,F,720,1050,24,35,month,31.2,37.8,31.2-37.8%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,F,1095,2555,3,7,year,34.0,42.0,34-42%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,F,2920,6205,8,17,year,35.0,43.0,35-43%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_Hematocrit,Hematocrit,%,NUMERIC,F,6570,36500,18,,year,35.5,44.9,35.5-44.9%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,M,0,14,0,14,day,91.3,103.1,91.3-103.1 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,M,15,28,15,4,week,89.4,99.7,89.4-99.7 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,M,35,49,5,7,week,84.3,94.2,84.3-94.2 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,M,56,150,8,5,month,74.1,87.5,74.1-87.5 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,M,180,690,6,23,month,69.5,81.7,69.5-81.7 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,M,720,1050,24,35,month,71.3,84.0,71.3-84.0 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,M,1095,1825,3,5,year,77.2,89.5,77.2-89.5 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,M,2190,4015,6,11,year,77.8,91.1,77.8-91.1 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,M,4380,5110,12,14,year,79.9,93.0,79.9-93.0 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,M,5475,6205,15,17,year,82.5,98.0,82.5-98.0 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,M,6570,36500,18,,year,78.2,97.9,78.2-97.9 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,F,0,14,0,14,day,92.7,106.4,92.7-106.4 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,F,15,28,15,4,week,90.1,103.0,90.1-103.0 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,F,35,49,5,7,week,83.4,96.4,83.4-96.4 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,F,56,150,8,5,month,74.8,88.3,74.8-88.3 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,F,180,690,6,23,month,71.3,82.6,71.3-82.6 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,F,720,1050,24,35,month,72.3,85.0,72.3-85.0 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,F,1095,1825,3,5,year,77.2,89.5,77.2-89.5 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,F,2190,4015,6,11,year,77.8,91.1,77.8-91.1 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,F,4380,5110,12,14,year,79.9,93.0,79.9-93.0 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,F,5475,6205,15,17,year,82.5,98.0,82.5-98.0 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_MeanCorpus,Mean Corpuscular Volume (Mcv),fL,NUMERIC,F,6570,36500,18,,year,78.2,97.93,78.2-97.93 fL,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,M,0,14,0,14,day,14.8,17.0,14.8-17.0%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,M,15,28,15,4,week,14.3,16.8,14.3-16.8%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,M,35,49,5,7,week,13.8,16.1,13.8-16.1%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,M,56,150,8,5,month,12.4,15.3,12.4-15.3%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,M,180,690,6,23,month,12.9,15.6,12.9-15.6%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,M,720,1050,24,35,month,12.5,14.9,12.5-14.9%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,M,1095,1825,3,5,year,11.3,13.4,11.3-13.4%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,M,2190,6205,6,17,year,11.4,13.5,11.4-13.5%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,M,6570,36500,18,,year,11.8,14.5,11.8-14.5%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,F,0,14,0,14,day,14.6,17.3,14.6-17.3%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,F,15,28,15,4,week,14.4,16.2,14.4-16.2%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,F,35,49,5,7,week,13.6,15.8,13.6-15.8%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,F,56,150,8,5,month,12.2,14.3,12.2-14.3%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,F,180,690,6,23,month,12.7,15.1,12.7-15.1%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,F,720,1050,24,35,month,12.4,14.9,12.4-14.9%,,OK
HEMA,Hematology,CBC,Complete Blood Count,CBC,"Complete Blood Cell Count (CBC) with Differential, Blood",CBC_RedCellDis,Red Cell Distribution Width (Rdw),%,NUMERIC,F,1095,1825,3,5,year,11.3,13.4,11.3-13.4%,,OK
